131300,2.011,38,684,176,344,155,37.800,-122.280
162500,1.500,17,924,289,609,289,37.810,-122.280
112500,1.167,52,210,56,183,56,37.810,-122.270
112500,1.521,52,340,97,200,87,37.810,-122.280
137500,0.808,52,386,164,346,155,37.810,-122.280
118800,1.809,35,948,184,467,169,37.810,-122.280
98200,2.408,52,773,143,377,115,37.810,-122.280
118800,0.977,40,880,451,582,380,37.810,-122.270
162500,0.760,10,875,348,546,330,37.810,-122.270
137500,0.972,10,105,42,125,39,37.800,-122.270
500001,1.243,52,249,78,396,85,37.800,-122.270
162500,2.094,16,994,392,800,362,37.800,-122.270
137500,0.867,52,215,87,904,88,37.800,-122.280
162500,0.750,52,96,31,191,34,37.800,-122.280
187500,2.635,27,1055,347,718,302,37.790,-122.270
179200,1.848,39,1715,623,1327,467,37.800,-122.270
130000,2.010,36,5329,2477,3469,2323,37.800,-122.260
183800,2.834,31,4596,1331,2048,1180,37.820,-122.260
125000,2.006,29,335,107,202,91,37.810,-122.260
170000,1.218,22,3682,1270,2024,1250,37.820,-122.260
193100,2.610,37,3633,1085,1838,980,37.820,-122.260
257800,2.491,29,4656,1414,2304,1250,37.810,-122.250
273400,3.218,28,5806,1603,2563,1497,37.810,-122.250
237500,3.125,39,854,242,389,228,37.810,-122.250
350000,2.579,52,2155,701,895,613,37.810,-122.250
335700,2.841,34,5871,1914,2689,1789,37.810,-122.260
313400,4.931,52,1509,225,674,244,37.820,-122.240
268500,3.273,52,2026,482,709,456,37.810,-122.240
259400,3.169,52,1758,460,686,422,37.810,-122.250
275700,3.900,52,3481,751,1444,718,37.820,-122.240
225000,3.906,28,3337,855,1520,802,37.820,-122.250
262500,5.092,52,1424,289,550,253,37.820,-122.250
218500,2.643,32,3809,1098,1806,1022,37.820,-122.250
255000,3.023,26,3959,1196,1749,1217,37.820,-122.250
224100,3.148,52,2376,559,939,519,37.830,-122.250
243100,3.472,35,1613,428,675,422,37.830,-122.250
231600,3.143,52,1279,287,534,291,37.830,-122.250
218500,2.423,28,5022,1750,2558,1661,37.830,-122.250
234100,3.090,52,4190,1105,1786,1037,37.830,-122.250
327600,5.860,50,2515,399,970,373,37.840,-122.230
347600,5.287,47,3175,454,1098,485,37.840,-122.230
366100,5.956,41,2576,406,794,376,37.830,-122.240
335000,4.964,37,334,54,98,47,37.850,-122.240
373600,6.343,52,2800,411,1061,403,37.850,-122.230
389500,5.177,52,3529,574,1177,555,37.840,-122.240
391100,7.235,52,2612,365,901,367,37.850,-122.240
337300,5.457,28,5287,1048,2031,956,37.850,-122.220
295200,7.500,50,2935,473,1031,479,37.840,-122.220
292300,6.019,44,3424,597,1358,597,37.840,-122.210
411500,7.554,40,4991,674,1616,654,37.830,-122.210
311500,6.067,30,2211,346,844,343,37.840,-122.200
325900,7.055,34,3038,490,1140,496,37.840,-122.210
392600,11.602,18,1617,210,533,194,37.840,-122.190
319300,7.488,35,2865,460,1072,443,37.840,-122.200
333300,6.898,34,5065,788,1627,766,37.830,-122.210
335200,8.205,28,1326,184,463,190,37.830,-122.190
351200,8.401,26,1589,223,542,211,37.830,-122.200
368900,6.854,29,1791,271,661,269,37.830,-122.190
365900,8.317,32,1835,264,635,263,37.820,-122.190
366700,7.018,37,1229,181,420,176,37.820,-122.200
362800,6.330,39,3770,534,1265,500,37.820,-122.200
483300,6.362,30,292,38,126,52,37.810,-122.180
331400,7.055,52,2375,333,813,350,37.820,-122.210
323500,6.785,45,2964,436,1067,426,37.810,-122.200
216700,2.893,50,2833,605,1260,552,37.800,-122.210
233100,3.081,38,2254,535,951,487,37.800,-122.210
296400,5.240,52,1389,212,510,224,37.810,-122.210
273700,6.522,52,1971,335,765,308,37.810,-122.220
227700,3.263,52,2183,465,1129,460,37.800,-122.220
199600,3.030,52,2286,464,1073,441,37.800,-122.220
239800,4.543,52,2721,541,1185,515,37.800,-122.220
270100,4.072,52,2024,339,756,340,37.810,-122.220
302100,5.351,52,2944,536,1034,521,37.810,-122.220
269500,3.160,52,2033,486,787,459,37.800,-122.230
314700,4.771,52,1433,229,612,213,37.810,-122.230
390100,8.156,52,2927,402,1021,380,37.810,-122.220
410300,8.879,52,2315,292,861,258,37.810,-122.230
352400,6.859,52,2485,313,953,327,37.810,-122.240
287300,6.030,52,1490,238,634,256,37.810,-122.240
348700,7.508,52,2814,365,878,352,37.810,-122.230
243800,2.748,52,2093,550,918,483,37.810,-122.240
211500,2.194,52,888,168,360,175,37.800,-122.240
218400,3.015,52,2087,510,1197,488,37.800,-122.250
269900,3.675,52,2513,502,1048,518,37.810,-122.240
218800,3.225,46,3232,835,1373,747,37.810,-122.250
225000,2.934,42,4120,1065,1715,1015,37.800,-122.250
250000,2.143,43,2364,792,1359,722,37.800,-122.250
171400,1.612,41,1471,469,1062,413,37.800,-122.250
193800,1.393,29,2468,864,1335,773,37.800,-122.250
125000,2.317,27,1632,492,1171,429,37.790,-122.240
97500,1.777,45,1786,526,1475,460,37.790,-122.250
125000,2.646,50,629,188,742,196,37.790,-122.250
138800,2.181,52,1339,391,1086,363,37.790,-122.250
116700,2.230,36,1678,606,1645,543,37.800,-122.250
151800,1.650,43,2344,647,1710,644,37.800,-122.250
127000,2.270,52,996,228,731,228,37.800,-122.240
128600,2.156,52,1591,373,1118,347,37.800,-122.240
140600,2.135,52,1586,398,1006,335,37.800,-122.240
182700,2.629,47,2046,588,1213,554,37.800,-122.240
146900,2.383,52,1192,289,772,257,37.800,-122.230
122800,2.957,52,1803,420,1321,401,37.800,-122.240
169300,2.524,49,2838,749,1487,677,37.800,-122.240
126600,1.938,52,783,184,488,186,37.800,-122.230
127900,1.903,51,1590,414,949,392,37.800,-122.230
123500,2.250,50,1746,480,1149,415,37.800,-122.230
111900,2.393,52,1252,299,844,280,37.800,-122.230
112800,2.192,43,5963,1344,4367,1231,37.790,-122.230
107900,2.936,52,1783,395,1659,412,37.790,-122.230
137500,1.885,30,999,264,1011,263,37.790,-122.230
105500,2.164,39,1469,431,1464,389,37.790,-122.240
95500,2.125,47,1372,395,1237,303,37.790,-122.240
116100,3.375,52,674,180,647,168,37.790,-122.240
112200,2.254,43,1626,376,1284,357,37.790,-122.240
75000,2.100,51,175,43,228,55,37.790,-122.250
112500,1.600,39,461,129,381,123,37.790,-122.250
125000,3.625,52,902,237,846,227,37.790,-122.250
115000,1.693,20,2373,779,1659,676,37.800,-122.260
95000,1.647,52,391,128,520,138,37.770,-122.220
96400,2.590,52,1137,301,866,259,37.770,-122.220
72000,2.570,52,769,206,612,183,37.770,-122.230
71300,2.643,52,472,146,415,126,37.780,-122.230
80800,3.026,52,862,215,994,213,37.780,-122.230
128800,1.489,50,1920,530,1525,477,37.780,-122.220
112500,1.934,43,1420,472,1506,438,37.780,-122.230
119400,1.484,52,986,258,1008,255,37.780,-122.230
118100,1.601,44,2340,825,2813,751,37.780,-122.230
122500,2.038,48,1696,396,1481,343,37.790,-122.230
106300,2.293,49,1175,217,859,219,37.790,-122.230
132500,2.149,37,2343,574,1608,523,37.790,-122.220
122700,1.620,30,610,145,425,140,37.790,-122.230
113300,1.328,40,930,199,564,184,37.790,-122.230
109500,3.516,44,1487,314,961,272,37.790,-122.220
164700,3.905,52,3424,690,2273,685,37.790,-122.220
125000,3.089,52,762,190,600,195,37.790,-122.210
124700,2.604,46,2366,575,1647,527,37.790,-122.220
136700,2.500,49,1826,450,1201,424,37.790,-122.220
141700,2.797,38,3049,711,2167,659,37.790,-122.220
150000,2.832,29,1640,376,939,340,37.790,-122.200
138800,2.958,47,1543,307,859,292,37.790,-122.210
139200,2.837,34,2364,557,1517,516,37.790,-122.210
143800,2.875,35,1745,409,1143,386,37.790,-122.210
156500,3.068,39,2003,500,1109,464,37.800,-122.210
151000,3.076,39,2018,447,1221,446,37.800,-122.210
273000,4.956,43,3045,499,1115,455,37.800,-122.200
217100,4.772,52,1547,293,706,268,37.800,-122.200
187100,3.486,52,3519,711,1883,706,37.800,-122.210
239600,5.118,41,2070,354,804,340,37.800,-122.200
229700,4.098,48,1321,263,506,252,37.800,-122.210
257300,4.744,48,1694,259,610,238,37.800,-122.190
246900,4.273,46,1938,341,768,332,37.800,-122.190
179900,2.984,50,968,195,462,184,37.790,-122.190
169600,4.174,40,1060,256,667,235,37.790,-122.200
203300,3.849,46,2041,405,1059,399,37.800,-122.200
263400,4.011,52,1813,271,637,277,37.800,-122.190
231800,4.656,45,2718,451,1106,454,37.790,-122.190
140500,2.930,28,3144,761,1737,669,37.790,-122.190
126000,2.304,35,1802,459,1009,390,37.790,-122.200
122000,2.667,49,882,195,737,210,37.790,-122.200
134700,2.619,44,1621,452,1354,491,37.790,-122.200
139400,2.417,45,2115,533,1530,474,37.790,-122.210
115400,2.779,45,2021,528,1410,480,37.790,-122.200
137300,2.735,46,2239,508,1390,569,37.780,-122.210
137000,1.847,52,1477,300,1065,269,37.780,-122.210
142600,2.658,52,1056,224,792,245,37.780,-122.210
137500,3.054,49,898,244,779,245,37.780,-122.210
111700,2.391,44,2968,710,2269,610,37.780,-122.220
126800,1.719,43,1702,460,1227,407,37.780,-122.210
111300,2.625,47,881,248,753,241,37.780,-122.210
114800,2.801,40,494,114,547,135,37.770,-122.220
102300,1.728,50,1776,473,1807,440,37.780,-122.220
131900,2.080,44,1678,514,1700,495,37.780,-122.220
119100,2.489,51,1637,463,1543,393,37.780,-122.220
80600,1.755,52,1420,314,1085,300,37.760,-122.210
80600,4.090,52,591,173,353,137,37.770,-122.210
88800,2.676,52,745,153,473,149,37.770,-122.210
102400,2.434,49,2272,498,1621,483,37.770,-122.200
98700,2.331,46,1234,375,1183,354,37.770,-122.210
100000,2.260,43,1017,328,836,277,37.770,-122.210
92300,1.804,42,932,254,900,263,37.770,-122.190
94800,2.256,39,2689,597,1888,537,37.770,-122.200
102000,2.056,41,1547,415,1024,341,37.770,-122.200
158400,3.540,52,2300,443,1225,423,37.780,-122.200
121600,3.117,39,1752,399,1071,376,37.780,-122.200
129100,2.540,50,1867,403,1128,378,37.780,-122.200
121400,2.898,43,2430,502,1537,484,37.770,-122.200
102800,2.313,44,1729,414,1240,393,37.780,-122.210
160000,2.875,52,1026,180,469,168,37.780,-122.190
143900,3.372,52,2170,428,1086,425,37.770,-122.190
151200,3.511,52,2329,445,1144,417,37.770,-122.190
164400,4.313,52,2492,415,1109,375,37.780,-122.190
156500,3.220,52,2198,397,984,369,37.780,-122.190
225000,3.875,33,142,31,575,47,37.780,-122.180
174200,5.233,49,1183,205,496,209,37.780,-122.190
166900,3.726,52,1070,193,555,190,37.780,-122.190
163500,4.589,45,1766,332,869,327,37.780,-122.200
253000,5.258,39,617,95,236,106,37.790,-122.180
240700,7.088,41,1411,233,626,214,37.790,-122.180
208100,3.971,46,2109,387,922,329,37.790,-122.180
198100,2.951,47,1229,243,582,256,37.790,-122.190
172800,2.667,50,954,217,546,201,37.790,-122.190
336700,5.445,37,1643,262,620,266,37.810,-122.180
318200,6.284,34,1355,195,442,195,37.800,-122.180
285800,6.753,23,2317,336,955,328,37.800,-122.180
293000,7.071,24,2459,317,916,324,37.770,-122.130
371000,5.985,22,12842,2048,4985,1967,37.790,-122.160
157300,3.688,42,1524,260,651,267,37.780,-122.170
135300,2.875,30,3326,746,1704,703,37.770,-122.170
136700,3.421,43,1985,440,1085,407,37.780,-122.180
160700,3.298,50,1642,322,713,284,37.780,-122.180
140600,3.875,49,893,177,468,181,37.780,-122.170
144000,4.175,52,653,128,296,121,37.780,-122.170
161900,4.375,47,1256,217,570,218,37.770,-122.160
156300,4.771,48,977,194,446,180,37.770,-122.160
176000,3.574,45,2324,397,968,384,37.770,-122.160
145800,3.096,39,1583,349,857,316,37.770,-122.160
141900,3.396,39,1612,342,912,322,37.770,-122.170
90700,1.871,31,2424,533,1360,452,37.770,-122.170
90600,1.936,41,1594,367,1074,355,37.760,-122.170
107900,2.184,47,2118,413,965,382,37.760,-122.170
107000,2.292,37,1575,358,933,320,37.760,-122.180
98200,2.433,38,1764,397,987,354,37.760,-122.170
89500,1.948,50,1187,261,907,246,37.760,-122.180
93800,3.906,52,754,175,447,165,37.760,-122.180
96700,1.841,49,2308,452,1299,451,37.760,-122.180
97500,2.079,27,909,236,396,157,37.770,-122.180
97300,2.813,42,1180,257,877,268,37.770,-122.180
91200,1.891,43,2018,408,1111,367,37.760,-122.180
91400,1.706,49,1368,282,790,269,37.760,-122.190
96200,2.277,52,2744,547,1479,554,37.770,-122.180
120100,3.255,51,2107,471,1173,438,37.770,-122.180
100000,2.056,52,1748,362,1029,366,37.770,-122.180
94700,2.466,52,2024,391,1030,350,37.760,-122.190
85700,1.750,47,1116,259,826,279,37.760,-122.200
89300,2.047,41,2036,510,1412,454,37.770,-122.190
101400,2.716,45,1852,393,1132,349,37.770,-122.190
72500,1.208,41,921,207,522,159,37.760,-122.190
74100,1.925,45,995,238,630,237,37.760,-122.190
70000,1.581,36,606,132,531,133,37.750,-122.200
84600,1.410,37,2680,736,1925,667,37.760,-122.200
81800,0.768,38,1493,370,1144,351,37.760,-122.190
81400,1.319,19,2207,565,1481,520,37.750,-122.190
81800,0.801,28,856,189,435,162,37.750,-122.190
85800,1.948,26,1293,297,984,303,37.760,-122.190
87100,1.177,36,847,212,567,159,37.740,-122.190
83500,2.346,42,541,154,380,123,37.740,-122.180
79700,2.154,44,1066,253,825,244,37.730,-122.190
83400,2.514,43,707,147,417,155,37.740,-122.190
84700,1.263,45,1528,291,801,287,37.730,-122.190
80000,2.906,42,909,215,646,198,37.730,-122.180
76400,2.519,43,1391,293,855,285,37.730,-122.180
79700,2.111,44,548,119,435,136,37.730,-122.180
82400,2.455,42,4074,874,2736,780,37.730,-122.180
97700,2.403,41,1613,445,1481,414,37.740,-122.170
97200,2.150,47,463,134,327,137,37.740,-122.170
101600,2.478,43,818,193,494,179,37.740,-122.170
86500,2.159,43,1473,371,1231,341,37.730,-122.170
90500,1.844,35,504,126,323,109,37.740,-122.180
107600,3.030,46,1026,226,749,225,37.740,-122.170
84200,2.250,46,769,183,693,178,37.740,-122.170
88900,2.247,46,2103,391,1339,354,37.740,-122.180
80700,4.047,45,330,76,282,80,37.750,-122.180
87100,1.325,46,941,218,621,195,37.750,-122.180
85100,1.620,38,992,279,732,259,37.750,-122.170
82000,2.173,45,990,261,901,260,37.750,-122.180
82800,1.917,36,1126,263,482,150,37.750,-122.190
84600,2.069,43,1036,233,652,213,37.750,-122.180
82100,1.712,36,1047,214,651,166,37.750,-122.180
89300,2.563,33,1280,307,999,286,37.760,-122.170
98300,1.982,43,1587,320,907,306,37.750,-122.170
92300,2.504,41,1257,271,828,230,37.750,-122.170
88800,2.328,44,1218,248,763,254,37.750,-122.170
90000,1.438,48,1751,390,935,349,37.750,-122.170
95500,2.512,45,2299,514,1437,484,37.760,-122.160
91700,1.563,38,2457,624,1516,482,37.750,-122.160
100400,3.159,47,998,211,597,185,37.750,-122.170
94800,1.843,40,1685,343,949,342,37.760,-122.170
164300,4.670,46,1827,307,881,302,37.760,-122.160
155500,2.460,36,2781,574,1438,519,37.760,-122.160
196900,6.075,39,1823,286,763,270,37.760,-122.150
279100,4.830,27,2229,365,1297,355,37.770,-122.140
252800,5.570,34,1513,231,545,211,37.760,-122.140
275400,5.370,26,3266,491,1222,533,37.760,-122.130
250000,6.860,33,1809,261,808,219,37.750,-122.120
329800,7.692,28,794,111,329,109,37.750,-122.120
195500,4.031,36,690,105,299,109,37.750,-122.140
255900,6.832,33,1334,200,579,202,37.750,-122.140
311100,4.975,30,414,54,137,50,37.750,-122.130
330000,5.360,36,768,93,229,93,37.750,-122.130
248900,5.000,41,4400,666,1476,648,37.740,-122.130
142900,2.925,46,954,161,429,154,37.750,-122.160
126300,3.891,40,1445,256,849,255,37.750,-122.150
135800,3.225,44,1938,399,946,331,37.750,-122.150
130600,3.146,41,856,178,571,191,37.740,-122.150
107900,2.537,24,1790,454,1137,386,37.750,-122.160
111100,2.557,44,617,131,378,135,37.750,-122.160
122000,3.508,43,1383,275,853,272,37.740,-122.150
118000,3.313,49,1325,277,764,282,37.740,-122.150
95200,1.823,40,1227,294,928,261,37.750,-122.160
94300,3.805,35,667,140,406,133,37.750,-122.160
92500,2.292,34,1223,281,824,280,37.740,-122.170
91800,2.496,37,1379,287,835,259,37.750,-122.170
109400,4.042,43,1534,300,826,295,37.740,-122.160
129500,3.484,46,1029,181,567,211,37.740,-122.160
143400,4.146,52,771,147,355,144,37.740,-122.160
98200,2.625,47,824,223,533,166,37.740,-122.160
103100,2.023,44,1097,239,609,215,37.740,-122.160
276800,3.333,49,1283,238,576,236,37.900,-122.290
270900,5.338,52,1604,263,594,286,37.900,-122.290
246200,3.473,52,2248,422,870,377,37.890,-122.290
224200,3.513,38,2263,522,1027,509,37.900,-122.300
229100,3.138,52,1571,349,693,326,37.890,-122.290
211600,2.804,46,1520,402,815,375,37.890,-122.300
256100,4.582,15,5083,1212,2420,1146,37.900,-122.300
206300,3.021,36,1077,293,518,276,37.890,-122.300
221300,4.088,52,1248,283,620,275,37.890,-122.300
207400,4.527,42,1342,291,551,266,37.890,-122.330
350000,1.738,37,3061,930,2556,924,37.880,-122.340
218200,3.180,52,3171,698,1498,696,37.890,-122.290
216700,3.867,50,1211,261,523,227,37.880,-122.290
270600,5.168,52,979,175,374,153,37.890,-122.290
261400,5.170,52,2269,380,1004,371,37.890,-122.290
261300,4.261,52,1844,332,769,334,37.880,-122.280
232200,5.055,52,2178,421,940,423,37.890,-122.290
375400,5.623,42,1650,274,645,256,37.900,-122.270
357300,7.886,52,1927,279,705,288,37.900,-122.260
374400,7.956,52,2079,273,684,275,37.900,-122.270
358800,6.174,52,1803,240,572,236,37.900,-122.270
417500,6.941,52,2041,270,671,253,37.900,-122.270
430500,8.834,52,3046,373,975,365,37.890,-122.270
362900,7.175,52,2318,328,779,312,37.900,-122.280
397000,10.083,52,2003,250,658,244,37.900,-122.280
346800,4.908,52,2261,328,819,335,37.900,-122.280
327100,5.791,52,1225,169,412,168,37.890,-122.280
290100,4.589,52,2315,408,835,369,37.890,-122.280
292000,5.417,52,2070,329,722,306,37.890,-122.280
270900,4.125,52,2616,473,1085,487,37.890,-122.280
371100,7.266,52,2640,366,973,355,37.890,-122.270
335600,5.399,52,1978,293,723,272,37.890,-122.270
371300,7.834,37,2220,335,903,362,37.900,-122.260
344000,6.159,41,1125,195,356,181,37.890,-122.250
342200,6.381,52,3078,494,1005,462,37.890,-122.260
370900,6.683,52,3706,531,1205,504,37.890,-122.260
350000,7.539,37,3000,457,987,450,37.890,-122.250
368600,6.714,42,2863,460,1031,448,37.890,-122.250
391800,6.242,52,2551,417,894,404,37.880,-122.260
415300,5.798,52,2255,410,823,377,37.880,-122.260
284900,4.281,52,3360,648,1232,621,37.880,-122.270
287500,3.542,52,1693,391,669,367,37.880,-122.270
272900,3.013,44,2252,592,989,550,37.880,-122.270
259600,4.143,52,2495,491,1058,464,37.880,-122.280
254500,4.191,52,1193,200,506,207,37.880,-122.280
235600,3.917,52,1172,215,489,218,37.880,-122.280
218400,3.890,52,2159,424,824,388,37.880,-122.290
229200,3.107,48,2365,490,1034,475,37.880,-122.290
192100,2.993,46,1895,442,920,425,37.880,-122.290
179300,3.556,52,1650,395,841,380,37.880,-122.290
187500,1.475,45,453,146,749,137,37.880,-122.300
138800,1.697,52,409,97,208,98,37.880,-122.300
150000,2.171,10,503,118,228,100,37.870,-122.300
140600,2.750,50,499,127,287,128,37.860,-122.300
120000,2.568,52,477,119,218,106,37.850,-122.290
144800,2.900,46,1647,376,854,355,37.880,-122.300
144800,2.221,52,3123,749,1695,684,37.870,-122.300
245500,3.234,52,957,188,403,172,37.880,-122.280
200000,3.516,52,589,132,288,131,37.870,-122.280
173700,1.980,49,2026,548,963,521,37.870,-122.280
185600,2.668,50,1829,536,1129,516,37.870,-122.290
182600,3.875,52,895,198,386,204,37.870,-122.290
227900,3.006,52,1909,416,811,406,37.880,-122.280
220700,2.543,46,3022,696,1293,675,37.870,-122.280
212000,2.868,46,1777,446,805,431,37.870,-122.280
271400,2.191,52,2803,930,1372,876,37.880,-122.270
268800,1.778,30,1465,439,862,425,37.870,-122.270
277800,2.520,37,2619,682,1152,616,37.880,-122.270
332500,4.279,52,1149,255,483,249,37.880,-122.260
338900,2.944,52,2363,604,1558,573,37.880,-122.260
287500,1.725,52,2604,837,1798,769,37.880,-122.260
384600,5.229,41,685,141,266,123,37.870,-122.250
371400,2.556,42,1756,465,2184,422,37.870,-122.250
350000,0.949,52,1204,460,2016,477,37.870,-122.250
500001,1.170,52,609,236,1349,250,37.870,-122.250
175000,1.401,52,1087,371,3337,350,37.870,-122.260
241700,1.186,52,2773,998,1721,949,37.870,-122.260
216700,1.746,35,3218,1108,1675,1000,37.870,-122.270
211300,2.885,49,1350,368,707,350,37.870,-122.270
210200,2.737,52,3084,698,1424,694,37.870,-122.270
196400,3.859,52,938,195,393,189,37.860,-122.280
191700,3.563,52,1813,353,828,339,37.870,-122.280
182300,2.279,52,1233,300,571,292,37.870,-122.280
175000,2.537,44,2539,755,1382,713,37.870,-122.290
165900,2.525,46,1267,324,792,321,37.870,-122.290
156900,1.995,52,1665,404,815,372,37.860,-122.290
164300,2.821,52,1659,367,788,346,37.860,-122.280
150000,2.616,52,2225,460,1145,430,37.870,-122.290
150500,1.948,50,2485,607,1354,563,37.860,-122.290
169900,1.933,52,2031,450,958,445,37.860,-122.280
147400,1.980,49,2932,668,1361,608,37.860,-122.280
152700,2.417,52,2246,472,1005,449,37.850,-122.280
182700,2.542,49,2052,435,924,414,37.860,-122.270
179300,3.391,52,1999,417,780,358,37.860,-122.280
157700,2.565,52,3007,691,1582,636,37.860,-122.280
153100,2.285,41,2214,550,1213,568,37.860,-122.280
250000,2.607,52,1088,305,486,267,37.860,-122.270
206300,3.150,52,834,186,494,175,37.860,-122.270
218800,2.691,52,1769,372,849,365,37.860,-122.270
198200,1.845,52,2307,583,1127,548,37.860,-122.270
253600,1.631,35,5161,1744,3276,1742,37.860,-122.260
257400,2.904,52,3497,832,1493,794,37.860,-122.260
289500,2.941,52,3774,744,1461,679,37.860,-122.260
241700,3.389,52,2888,604,1253,538,37.860,-122.260
489600,3.042,48,2153,517,1656,459,37.860,-122.250
446200,7.090,52,1389,191,514,202,37.860,-122.250
456300,5.046,52,1709,318,719,295,37.860,-122.250
336800,1.765,52,1587,444,878,449,37.860,-122.250
500001,7.852,52,1668,225,517,214,37.860,-122.240
500001,9.396,52,3726,474,1366,496,37.850,-122.240
376900,5.379,52,4048,663,1316,590,37.860,-122.250
309600,3.262,52,3618,768,1508,755,37.850,-122.260
182300,2.705,52,4076,920,1800,815,37.850,-122.270
172700,2.243,47,2077,400,719,326,37.850,-122.270
150800,1.903,50,1279,300,675,255,37.850,-122.270
153600,1.582,52,1974,426,875,363,37.850,-122.270
106300,2.284,52,335,83,152,77,37.850,-122.270
142300,1.379,47,1375,307,843,319,37.850,-122.270
119400,2.902,52,610,145,281,132,37.850,-122.280
147900,1.730,44,1025,198,506,204,37.850,-122.280
132900,2.263,48,2063,484,1054,466,37.850,-122.280
132500,2.211,35,1872,419,1017,414,37.840,-122.290
126900,2.700,52,3108,813,1623,765,37.830,-122.280
143800,4.002,14,7355,2408,3100,2051,37.840,-122.300
500001,7.877,52,2990,379,947,361,37.830,-122.230
500001,11.860,39,2492,310,808,315,37.820,-122.220
500001,13.499,42,2991,335,1018,335,37.820,-122.220
500001,12.214,52,3242,366,1001,352,37.820,-122.230
466100,8.187,52,3051,381,1005,369,37.820,-122.230
